LIB,Sample,PInumber,ISnum,WASAP,PlantName,Population,DuplicateLIBdecision,FilterMissing,Proportion.Missing,Proportion.Heterozygous,InbreedCoefficent,Kmeans_cluster,Germplasm,BotanicalType,CountryOrigin,Region,lat,lon,Elevation,Continent
IPCR,PI526790,PI526790,NA,NA,AMM 502,Gates,NA,NA,0.09064226,0.015551079,1.129143,7,Landrace,Kafir,Zimbabwe,NA,-20.91666667,28.5,1200,Africa
IPCS,PI526792,PI526792,NA,NA,AMM 504,Gates,remove,remove,0.99937756,0.004989753,0.000412,NA,Landrace,Kafir-Caudatum,Zimbabwe,NA,-20.91666667,28.5,1200,Africa
IPCT,PI526796,PI526796,NA,NA,AMM 508,Gates,NA,NA,0.083011953,0.013829706,1.150098,16,Landrace,Caudatum,Zimbabwe,NA,-20.91666667,28.5,1200,Africa
IPCW,PI526892,PI526892,NA,NA,AMM 703,Gates,NA,NA,0.081607151,0.012966212,1.143832,16,Landrace,Caudatum,Zimbabwe,NA,-19,28.91666667,1200,Africa
IPCZ,PI527143,PI527143,NA,NA,AMM 1242,Gates,NA,NA,0.077295801,0.012883057,1.210301,16,Landrace,Durra-Bicolor,Zimbabwe,NA,-20.2,32.6,1500,Africa
IPDA,PI562776,PI562776,IS3672,NA,IS3672,Gates,NA,NA,0.113843432,0.019747102,1.157689,5,"Breeding,Cultivated",Durra,United States,NA,33.576698,-101.855072,NA,Americas
IPDB,PI562979,PI562979,NA,NA,DUKUS,Gates,NA,NA,0.111330324,0.018822212,1.036816,5,Cultivar,Guinea-Kafir,Nigeria,NA,9.529999733,12.35000038,NA,Africa
IPDC,PI563208,PI563208,IS9168,NA,IS9168,Gates,NA,NA,0.100139443,0.018066534,1.244699,9,"Landrace,Cultivated",NA,Kenya,NA,-0.605414,34.745126,NA,Africa
IPDD,PI563301,PI563301,NA,NA,SHAMSHAN,Gates,NA,NA,0.134680409,0.019064899,1.11137,18,Cultivar,Durra,Sudan,NA,NA,NA,NA,Africa
IPDE,PI563310,PI563310,NA,NA,BOLICHINGAN,Gates,NA,NA,0.111778616,0.017586521,1.081861,19,Cultivar,Caudatum,Sudan,NA,NA,NA,NA,Africa
IPDF,PI563446,PI563446,NA,NA,FEROZEPUR 13595,Gates,NA,NA,0.117204873,0.019827602,1.215583,17,Cultivar,NA,India,NA,NA,NA,NA,Asia
IPDG,PI563493,PI563493,IS12447,NA,IS12447,Gates,remove,NA,0.177725777,0.008497723,1.066528,8,"Landrace,Cultivated",Kafir-Durra,Sudan,NA,NA,NA,NA,Africa
IPDH,PI563922,PI563922,NA,NA,HONG MILIANG (RED),Gates,NA,NA,0.120279247,0.019562761,1.23444,15,Cultivar,NA,China,NA,NA,NA,NA,Asia
IPDI,PI563989,PI563989,NA,NA,HE DONG GAOLIANG,Gates,NA,NA,0.116741634,0.018496134,1.215321,15,Cultivar,NA,China,Shanxi Sheng,37.50999832,111.1299973,NA,Asia
IPDJ,PI563998,PI563998,NA,NA,HOUNG KE ER JIAO,Gates,NA,NA,0.115245266,0.019544417,1.221275,15,Cultivar,NA,China,Shanxi Sheng,37.34999847,112.3099976,NA,Asia
IPDK,PI568989,PI568989,NA,NA,HEGARI MACKWAR,Gates,remove,remove,0.998170616,0.009974231,0.001674,NA,Cultivar,Durra,Sudan,NA,NA,NA,NA,Africa
IPDL,PI568998,PI568998,NA,NA,AKLAMOI RED,Gates,NA,NA,0.102811696,0.016211852,1.07718,5,Cultivar,Caudatum,Sudan,NA,10.5,30.44000053,NA,Africa
IPDM,PI569007,PI569007,IS14449,NA,IS14449,Gates,NA,NA,0.078037011,0.012536512,1.136393,8,"Landrace,Cultivated",NA,Sudan,NA,14.033333,35.383333,580,Africa
IPDN,PI569040,PI569040,IS19016,NA,IS19016,Gates,NA,NA,0.109246679,0.015957197,1.123145,9,"Landrace,Cultivated",Caudatum,Sudan,NA,11.189999,24.149999,NA,Africa
IPDP,PI569050,PI569050,IS19026,NA,IS19026,Gates,remove,remove,0.998612364,0.005015987,0.000823,NA,"Landrace,Cultivated",Caudatum,Sudan,NA,11.189999,24.149999,NA,Africa
IPDQ,PI569065,PI569065,IS19041,NA,IS19041,Gates,NA,NA,0.087379402,0.017134267,1.224578,16,"Landrace,Cultivated",Caudatum,Sudan,NA,11.189999,24.149999,NA,Africa
IPDR,PI569077,PI569077,IS19053,NA,IS19053,Gates,unresolved,NA,0.1256128,0.016193363,1.09984,19,"Landrace,Cultivated",Kafir-Caudatum,Sudan,NA,11.189999,24.149999,NA,Africa
IPDS,PI569150,PI569150,IS19126,NA,IS19126,Gates,NA,NA,0.086852161,0.013769127,1.156196,9,"Landrace,Cultivated",Kafir-Durra,Sudan,NA,11.189999,24.149999,NA,Africa
IPDT,PI569156,PI569156,IS19132,NA,IS19132,Gates,NA,NA,0.092527354,0.019595005,0.984952,8,"Landrace,Cultivated",NA,Sudan,NA,11.189999,24.149999,NA,Africa
IPDU,PI569951,PI569951,IS22506,NA,IS22506,Gates,NA,NA,0.105178193,0.016006776,1.025704,19,"Landrace,Cultivated",Caudatum,Sudan,NA,NA,NA,NA,Africa
IPDW,PI570131,PI570131,IS22909,NA,IS22909,Gates,NA,NA,0.099918902,0.016077057,1.063942,5,"Landrace,Cultivated",Durra,Sudan,NA,12.039999,30.520001,NA,Africa
IPDX,PI570206,PI570206,IS22986,NA,IS22986,Gates,NA,NA,0.10646514,0.018544443,1.068182,5,"Landrace,Cultivated",Durra-Caudatum,Sudan,NA,10.529999,30.52,NA,Africa
IPDY,PI570216,PI570216,IS22996,NA,IS22996,Gates,NA,NA,0.094546443,0.01511813,1.008487,14,"Landrace,Cultivated",Caudatum,Sudan,NA,10.529999,30.52,NA,Africa
IPDZ,PI570253,PI570253,IS23033,NA,IS23033,Gates,NA,NA,0.120242393,0.019158288,1.164595,13,"Landrace,Cultivated",NA,Sudan,NA,14.319999,33.419998,NA,Africa
IPEA,PI570268,PI570268,IS23048,NA,IS23048,Gates,NA,NA,0.115267922,0.015487197,1.073396,19,"Landrace,Cultivated",Durra-Caudatum,Sudan,NA,12.899999,23.469999,NA,Africa
IPEB,PI570273,PI570273,IS23053,NA,IS23053,Gates,NA,NA,0.112613083,0.020838617,1.072736,19,"Landrace,Cultivated",Caudatum,Sudan,NA,12.539999,32.5,NA,Africa
IPEC,PI570377,PI570377,NA,NA,ABALE,Gates,NA,NA,0.100924772,0.015774242,1.023088,5,Cultivar,Caudatum,Sudan,NA,NA,NA,NA,Africa
IPED,PI570939,PI570939,NA,NA,WHITE AKAR AHMR,Gates,NA,NA,0.108150935,0.018156783,1.091238,5,NA,Caudatum,Sudan,NA,NA,NA,NA,Africa
IPEE,PI570945,PI570945,NA,NA,Kirenigs,Gates,NA,NA,0.098815753,0.017167203,1.14726,5,NA,Caudatum,Sudan,Kordofan,11.144169,30.181096,689,Africa
IPEF,PI570957,PI570957,NA,NA,FETERITA KADUGLI,Gates,NA,NA,0.102890812,0.015737654,1.066918,5,NA,Caudatum,Sudan,NA,NA,NA,NA,Africa
IPEG,PI571011,PI571011,NA,NA,SUFRA,Gates,NA,NA,0.12750308,0.021423753,1.198099,2,NA,Durra,Sudan,NA,NA,NA,NA,Africa
IPEH,PI571016,PI571016,NA,NA,MALIRON,Gates,NA,NA,0.10825168,0.016820427,1.047452,19,NA,Caudatum,Sudan,NA,NA,NA,NA,Africa
IPEI,PI571031,PI571031,NA,NA,KORGI,Gates,NA,NA,0.106056253,0.0161177,1.072465,1,NA,Guinea-Caudatum,Sudan,NA,NA,NA,NA,Africa
IPEJ,PI571271,PI571271,IS9883,NA,IS9883,Gates,NA,NA,0.107220159,0.017888714,1.091148,5,Landrace,NA,Sudan,NA,11.189999,24.149999,NA,Africa
IPEK,PI571292,PI571292,IS9911,NA,IS9911,Gates,NA,NA,0.110237824,0.015587919,1.040304,19,Landrace,Caudatum,Sudan,NA,11.016667,29.716667,528,Africa
IPEL,PI571370,PI571370,IS14446,NA,IS14446,Gates,NA,NA,0.108436975,0.017228203,1.034793,19,Landrace,Caudatum,Sudan,NA,14.033333,35.383333,580,Africa
IPEM,PI571377,PI571377,IS14478,NA,IS14478,Gates,NA,NA,0.095086966,0.040881011,0.896524,6,Wild,NA,Sudan,NA,8.409999,32.060001,NA,Africa
IPEN,PI576125,PI576125,NA,NA,ICSV 730,Gates,NA,NA,0.1072645,0.01805178,1.179859,14,Breeding,Kafir-Durra,India,Andhra Pradesh,NA,NA,NA,Asia
IPEP,PI576130,PI576130,NA,NA,ICSV 745,Gates,keep,NA,0.086745925,0.013907718,1.213275,14,Breeding,Kafir,India,Andhra Pradesh,NA,NA,NA,Asia
IPEQ,PI585386,PI585386,IS24713,NA,FARA-FARA,Gates,keep,NA,0.095310114,0.022827053,1.02774,14,"Landrace,Cultivated",Caudatum,Nigeria,NA,9.800001,8.489999,540,Africa
IPER,PI585438,PI585438,IS24939,NA,IS24939,Gates,keep,NA,0.107381273,0.018980389,1.194781,1,"Landrace,Cultivated",Caudatum,Zambia,NA,NA,NA,NA,Africa
IPES,PI585620,PI585620,IS25596,NA,KINISHA,Gates,NA,NA,0.120823597,0.020864448,1.49603,1,"Landrace,Cultivated",Caudatum,Rwanda,NA,NA,NA,NA,Africa
IPET,PI585691,PI585691,NA,NA,NIENIKO,Gates,NA,NA,0.11549742,0.020734326,1.212171,17,Cultivar,Guinea,Mali,NA,NA,NA,NA,Africa
IPEU,PI586076,PI586076,IS26735,NA,IS26735,Gates,NA,NA,0.093241804,0.015549329,1.119656,5,"Landrace,Cultivated",Caudatum,South Africa,NA,NA,NA,NA,Africa
IPEW,PI586192,PI586192,IS27390,NA,IS27390,Gates,NA,NA,0.111021073,0.019174579,1.179386,17,"Landrace,Cultivated",Guinea,Burkina Faso,NA,NA,NA,NA,Africa
IPEX,PI586286,PI586286,NA,NA,DAMA SENIO,Gates,NA,NA,0.108772681,0.02000984,1.203922,17,Cultivar,Guinea,Burkina Faso,NA,NA,NA,NA,Africa
IPEY,PI586789,PI586789,IS3443,NA,IS3443,Gates,NA,NA,0.104490503,0.016168018,1.011256,14,Landrace,Caudatum,Sudan,NA,10.833901,30.748876,NA,Africa
IPEZ,PI586791,PI586791,IS6928,NA,IS6928,Gates,NA,NA,0.103178183,0.017004826,1.033407,5,Landrace,Caudatum,Sudan,NA,NA,NA,NA,Africa
IPFA,PI608957,PI608957,NA,NA,KOUROUNIENI,Gates,NA,NA,0.097048514,0.014968202,1.034938,5,Cultivar,Caudatum,Mali,NA,NA,NA,NA,Africa
IPFB,PI609159,PI609159,NA,NA,EME NA,Gates,remove,remove,0.771929678,0.007574547,0.276364,NA,Cultivar,Guinea,Mali,NA,NA,NA,NA,Africa
IPFC,PI609835,PI609835,NA,NA,KINITERI ZIEMARI FING,Gates,NA,NA,0.111592821,0.018995297,1.22413,7,NA,Guinea,Mali,NA,NA,NA,NA,Africa
IPFD,PI609882,PI609882,NA,NA,SP3,Gates,remove,remove,0.998982955,0.011015378,0.000674,NA,NA,Guinea,Mali,NA,NA,NA,NA,Africa
IPFE,PI609966,PI609966,NA,NA,GADIABA BA,Gates,NA,NA,0.122137026,0.01878873,1.085918,8,Cultivar,Durra,Mali,NA,NA,NA,NA,Africa
IPFF,PI610691,PI610691,NA,NA,ER NIU XIN,Gates,NA,NA,0.113216694,0.019881526,1.23015,15,Cultivar,NA,China,Shanxi Sheng,38.51666667,112.9333333,NA,Asia
IPFG,PI610702,PI610702,NA,NA,XIANG GUAN DONG HUANG,Gates,NA,NA,0.116591113,0.019937599,1.224154,15,Cultivar,NA,China,Shanxi Sheng,37.83333333,112.5,NA,Asia
IPFH,PI610726,PI610726,NA,NA,CHANG GAN GAOLIANG,Gates,remove,NA,0.489859011,0.010116621,0.680405,15,Cultivar,NA,China,Shanxi Sheng,39.43333333,111.4833333,NA,Asia
IPFI,PI610740,PI610740,NA,NA,GAOLIANG,Gates,NA,NA,0.117902822,0.01925416,1.213845,15,Cultivar,NA,China,Shanxi Sheng,37.2,112.1833333,NA,Asia
IPFJ,PI612843,PI612843,IS3905,NA,IS3905,Gates,NA,NA,0.112462812,0.019656364,1.213245,17,"Landrace,Cultivated",Guinea,Mali,NA,12.65,-8,NA,Africa
IPFK,PI619655,PI619655,NA,NA,Tie sha mao,Gates,NA,NA,0.119122772,0.018950941,1.221351,15,Landrace,NA,China,NA,NA,NA,NA,Asia
IPFL,PI619860,PI619860,IS31123,NA,IS31123,Gates,remove,remove,0.71451293,0.007954606,0.343936,NA,Landrace,NA,Uganda,NA,3.029999,30.976293,1100,Africa
IPFM,PI619900,PI619900,IS31179,NA,IS31179,Gates,NA,NA,0.100047516,0.016272369,1.038729,5,Landrace,NA,Uganda,NA,1.049999,34.299999,1280,Africa
IPFN,PI619909,PI619909,IS31195,NA,IS31195,Gates,NA,NA,0.093895801,0.014852434,1.066839,1,Landrace,NA,Uganda,NA,1.700001,34.069999,1290,Africa
IPFP,PI619915,PI619915,NA,NA,Omubere,Gates,NA,NA,0.104564572,0.019077602,1.19069,1,Landrace,NA,Uganda,NA,NA,NA,NA,Africa
IPFQ,PI620001,PI620001,NA,NA,Ntuku,Gates,NA,NA,0.103522181,0.016377013,1.17983,1,Landrace,NA,Uganda,NA,NA,NA,NA,Africa
IQRC,IS_06154,NA,IS6154,NA,Jowar red gopalgarh,Gates,remove,NA,0.139104595,0.015916912,1.121707,2,Landrace,NA,India,NA,26.51,83.779998,NA,Asia
IQRD,IS_14298,NA,IS14298,NA,NA,Gates,NA,NA,0.102311909,0.018884695,1.432894,3,Landrace,NA,South Africa,NA,NA,NA,NA,Africa
IQRE,IS_14535,NA,IS14535,NA,NA,Gates,NA,NA,0.108006708,0.019198072,1.10803,6,Landrace,NA,Kenya,NA,NA,NA,NA,Africa
IQRF,IS_17593,NA,IS17593,NA,Gwawaschi,Gates,NA,NA,0.119066119,0.021252505,1.223291,2,Landrace,NA,Yemen,NA,NA,NA,NA,Asia
IQRG,IS_18551,NA,IS18551,NA,NA,Gates,remove,NA,0.23171173,0.013133027,0.974668,2,Breeding,NA,Ethiopia,NA,NA,NA,NA,Africa
IQRH,IS_18919,NA,IS18919,NA,NA,Gates,NA,NA,0.131578748,0.023167175,1.207439,19,Wild,NA,Sudan,NA,NA,NA,NA,Africa
IQRI,IS_20624,NA,IS20624,NA,HDW 703,Gates,NA,NA,0.272676614,0.085654759,1.218867,12,Landrace,NA,United States,NA,NA,NA,NA,Americas
IQRJ,IS_20665,NA,IS20665,NA,HDW 105,Gates,NA,NA,0.058230223,0.008788755,1.068214,8,Landrace,NA,United States,NA,NA,NA,NA,Americas
IQRK,IS_20681,NA,IS20681,NA,HDW 29,Gates,NA,NA,0.084588683,0.014087934,1.161685,16,Landrace,NA,United States,NA,NA,NA,NA,Americas
IQRL,IS_20697,NA,IS20697,NA,HDW 418,Gates,NA,NA,0.100624145,0.021923378,1.064796,5,Landrace,NA,United States,NA,NA,NA,NA,Americas
IQRM,IS_20700,NA,IS20700,NA,HDW 509,Gates,NA,NA,0.106210823,0.017630359,1.062103,5,Landrace,NA,United States,NA,NA,NA,NA,Americas
IQRN,IS_20710,NA,IS20710,NA,HDW 418,Gates,NA,NA,0.109724227,0.019127865,1.313086,15,Landrace,NA,United States,NA,NA,NA,NA,Americas
IQRP,IS_20713,NA,IS20713,NA,HDW 330,Gates,NA,NA,0.093459239,0.015736228,1.04352,5,Landrace,NA,United States,NA,NA,NA,NA,Americas
IQRQ,IS_20724,NA,IS20724,NA,HDW 100,Gates,NA,NA,0.086823737,0.021402994,1.162512,9,Landrace,NA,United States,NA,NA,NA,NA,Americas
IQRR,IS_20743,NA,IS20743,NA,HDW 443,Gates,NA,NA,0.125698293,0.023155225,1.4386,3,Landrace,NA,United States,NA,NA,NA,NA,Americas
IQRS,IS_20749,NA,IS20749,NA,HDW 395,Gates,NA,NA,0.09832703,0.021595471,1.141219,5,Landrace,NA,United States,NA,NA,NA,NA,Americas
IQRT,IS_20762,NA,IS20762,NA,HDW 540,Gates,NA,NA,0.102605964,0.017036781,1.182946,6,Landrace,NA,United States,NA,NA,NA,NA,Americas
IQRU,IS_20782,NA,IS20782,NA,HDW 538,Gates,NA,NA,0.11881133,0.028265972,1.399409,3,Landrace,NA,United States,NA,NA,NA,NA,Americas
IQRW,IS_20792,NA,IS20792,NA,W. idger.m.back,Gates,NA,NA,0.107951635,0.019905376,1.219754,17,Landrace,NA,United States,NA,NA,NA,NA,Americas
IQRX,IS_20842,NA,IS20842,NA,NA,Gates,NA,NA,0.103146321,0.020740973,1.128251,5,Landrace,NA,United States,NA,NA,NA,NA,Americas
IQRY,IS_21854,NA,IS21854,NA,NA,Gates,NA,NA,0.141528078,0.026785412,1.829181,10,Wild,NA,Burkina Faso,NA,NA,NA,NA,Africa
IQRZ,IS_21888,NA,IS21888,NA,BMR 3,Gates,NA,NA,0.088253801,0.015572356,1.254315,14,Landrace,NA,United States,NA,NA,NA,NA,Americas
IQSA,IS_22074,NA,IS22074,NA,Kebari jola,Gates,NA,NA,0.118710835,0.022805904,1.202095,2,Landrace,NA,India,NA,15.140001,76.910001,650,Asia
IQSB,IS_22609,NA,IS22609,NA,NA,Gates,NA,NA,0.111324168,0.018368589,1.302761,1,Landrace,NA,Sri Lanka,NA,7.320001,80.980003,NA,Asia
IQSC,IS_22632,NA,IS22632,NA,AP 79-170;FAO 54709,Gates,NA,NA,0.106925688,0.015887501,1.028034,19,Landrace,NA,Cameroon,NA,NA,NA,NA,Africa
IQSD,IS_23574,NA,IS23574,NA,Ganga,Gates,NA,NA,0.094475674,0.014581707,0.95914,14,Landrace,NA,Ethiopia,NA,8.199999,34.259998,500,Africa
IQSE,IS_23669,NA,IS23669,NA,NA,Gates,NA,NA,0.136479982,0.026061157,1.583981,17,Landrace,NA,Gambia,NA,13.220002,-16.129999,NA,Africa
IQSF,IS_23903,NA,IS23903,NA,ALK 135,Gates,NA,NA,0.110127346,0.032466607,1.130881,2,Landrace,NA,Yemen,NA,NA,NA,NA,Asia
IQSG,IS_23948,NA,IS23948,NA,AR 46,Gates,NA,NA,0.120717223,0.02377856,1.249131,2,Landrace,NA,Yemen,NA,NA,NA,NA,Asia
IQSH,IS_23988,NA,IS23988,NA,AR 220,Gates,NA,NA,0.120772157,0.021726183,1.240348,2,Landrace,NA,Yemen,NA,NA,NA,NA,Asia
IQSI,IS_23992,NA,IS23992,NA,AR 233,Gates,NA,NA,0.129696482,0.020642233,1.289265,2,Landrace,NA,Yemen,NA,NA,NA,NA,Asia
IQSJ,IS_24006,NA,IS24006,NA,BTX 2755-B,Gates,NA,NA,0.082180674,0.013371652,1.176637,14,Landrace,NA,United States,NA,NA,NA,NA,Americas
IQSK,IS_24083,NA,IS24083,NA,TLSC 258,Gates,NA,NA,0.095827095,0.016693997,1.241718,7,Landrace,NA,Tanzania,NA,NA,NA,NA,Africa
IQSL,IS_24134,NA,IS24134,NA,TLSC 310,Gates,NA,NA,0.092930085,0.017890353,1.248805,7,Landrace,NA,Tanzania,NA,NA,NA,NA,Africa
IQSM,IS_24481,Grif9590,IS24481,NA,69733,Gates,NA,NA,0.069479033,0.016142565,1.134295,16,Landrace,NA,"South Africa,Sierra Leone",NA,NA,NA,NA,Africa
IQSN,IS_24503,Grif9611,IS24503,NA,71316,Gates,NA,NA,0.196958653,0.0284865,1.772039,12,Landrace,NA,"South Africa,Sierra Leone",NA,NA,NA,NA,Africa
IQSP,IS_24775,Grif9825,IS24775,NA,Chakkalari-ja,Gates,NA,NA,0.128844184,0.018203992,1.28517,4,Landrace,NA,Nigeria,NA,10.880001,13.630001,450,Africa
IQSQ,IS_24786,Grif9835,IS24786,NA,KUBARI,Gates,NA,NA,0.104629378,0.018220002,1.037373,5,Landrace,NA,Nigeria,NA,10.880001,13.630001,450,Africa
IQSR,IS_24940,Grif9956,IS24940,NA,No. 2085,Gates,NA,NA,0.086241923,0.01581129,1.111725,1,Landrace,NA,Zambia,NA,NA,NA,NA,Africa
IQSS,IS_24953,Grif9965,IS24953,NA,No. 2360,Gates,NA,NA,0.090696335,0.027613718,1.090517,7,Landrace,NA,Zambia,NA,NA,NA,NA,Africa
IQST,IS_25055,Grif9991,IS25055,NA,NA,Gates,NA,NA,0.119123576,0.021554752,1.373965,4,Landrace,NA,Ghana,NA,9.399999,-0.980001,180,Africa
IQSU,IS_25207,Grif10083,IS25207,NA,Acc 70950,Gates,NA,NA,0.135026486,0.022035939,1.430212,11,Landrace,NA,Ethiopia,NA,NA,NA,NA,Africa
IQSW,IS_25301,Grif10149,IS25301,NA,Acc 72761,Gates,NA,NA,0.129044926,0.025146784,1.538477,11,Landrace,NA,Ethiopia,NA,NA,NA,NA,Africa
IQSX,IS_25442,Grif10259,IS25442,NA,Sorg 142,Gates,NA,NA,0.098565319,0.016739262,1.029157,5,Landrace,NA,Kenya,NA,NA,NA,NA,Africa
IQSY,IS_26788,NA,IS26788,NA,Rooi S. vulgare;73226,Gates,NA,NA,0.137542811,0.024542601,1.324728,2,Landrace,NA,South Africa,NA,NA,NA,NA,Africa
IQSZ,IS_26815,Grif10983,IS26815,NA,YSC 320-1,Gates,NA,NA,0.105323362,0.025947065,1.100235,5,Landrace,NA,Yemen,NA,NA,NA,NA,Asia
IQTA,IS_27287,Grif11334,IS27287,NA,SG 6115;Kazinminga,Gates,NA,NA,0.117134437,0.019516572,1.245493,17,Landrace,NA,Burkina Faso,NA,13.166667,-0.816667,315,Africa
IQTB,IS_27599,NA,IS27599,NA,NA,Gates,NA,NA,0.098595018,0.017631314,1.068532,5,Landrace,NA,Cameroon,NA,12.234359,14.637234,300,Africa
IQTC,IS_27786,Grif11481,IS27786,NA,427,Gates,NA,NA,0.120279579,0.01913243,1.270362,2,Landrace,NA,Morocco,NA,NA,NA,NA,Africa
IQTD,IS_27791,Grif11484,IS27791,NA,NA,Gates,NA,NA,0.12754254,0.020858006,1.168057,2,Landrace,NA,Germany,NA,NA,NA,NA,Europe
IQTE,IS_30001,NA,IS30001,NA,NA,Gates,NA,NA,0.105710924,0.020021148,1.227377,8,Landrace,NA,Zimbabwe,NA,-20.909999,28.459999,1250,Africa
IQTF,IS_30492,NA,IS30492,NA,SOG 86,Gates,NA,NA,0.114391637,0.021028324,1.23778,15,Landrace,NA,North Korea,NA,NA,NA,NA,Asia
IQTG,IS_30748,NA,IS30748,NA,NA,Gates,NA,NA,0.11416616,0.018076879,1.294971,20,Landrace,NA,Cameroon,NA,11.029999,14.130001,680,Africa
IQTH,IS_31861,NA,IS31861,NA,YSC 2293,Gates,NA,NA,0.106959104,0.049250537,1.077816,2,Landrace,NA,Yemen,NA,13.590001,44.520004,190,Asia
IQTI,IS_32050,NA,IS32050,NA,YSC 2918,Gates,NA,NA,0.106493702,0.047099377,1.033619,2,Landrace,NA,Yemen,NA,15.289999,43.330001,880,Asia
IQTJ,IS_32092,NA,IS32092,NA,YSC 3096,Gates,NA,NA,0.119012876,0.022760118,1.259431,2,Landrace,NA,Yemen,NA,16.083333,49.416701,1350,Asia
IQTK,IS_32234,NA,IS32234,NA,YSC 3467,Gates,NA,NA,0.125059853,0.026170356,1.264149,2,Landrace,NA,Yemen,NA,NA,NA,NA,Asia
IQTL,IS_33178,NA,IS33178,NA,CSM 59-1;Safra,Gates,NA,NA,0.109115292,0.018074808,1.049705,19,Landrace,NA,Cameroon,NA,10.510001,14.38,350,Africa
IQTM,PI511002,PI511002,NA,NA,Segaolane,Gates,NA,NA,0.07577051,0.013923245,1.141727,16,Cultivar,Caudatum,Botswana,NA,-22.328474,24.684866,NA,Africa
IQTN,PI563139,PI563139,IS8762,NA,IS8762,Gates,NA,NA,0.114608213,0.020291934,1.233149,15,"Landrace,Cultivated",NA,South Africa,NA,NA,NA,NA,Africa
IQTP,PI563949,PI563949,NA,NA,15,Gates,NA,NA,0.117230606,0.01918597,1.222669,15,Cultivar,NA,China,NA,NA,NA,NA,Asia
IQTQ,PI563987,PI563987,NA,NA,GAOLIANG,Gates,NA,NA,0.114928916,0.019769691,1.227328,15,Cultivar,NA,China,NA,36.84000015,111.7600021,NA,Asia
IQTR,PI564001,PI564001,NA,NA,JIN TON GAOLIANG,Gates,NA,NA,0.115965927,0.018618489,1.205125,15,Cultivar,NA,China,NA,39.43000031,114.2300034,NA,Asia
IQTS,PI620331,PI620331,NA,NA,Binora,Gates,NA,NA,0.120152573,0.02367836,1.224135,7,Landrace,NA,India,Bihar,NA,NA,NA,Asia
IQTT,PI620509,PI620509,IS32986,NA,IS32986,Gates,NA,NA,0.108809452,0.019953007,1.278198,7,Landrace,NA,Tanzania,Singida,-4.820001,34.740001,1500,Africa
IQTU,PI620599,PI620599,IS33353,NA,IS33353,Gates,NA,NA,0.098721192,0.01576075,1.108543,1,Landrace,NA,Kenya,NA,NA,NA,NA,Africa
IQTW,PI643503,PI643503,IS35,NA,IS35,Gates,NA,NA,0.138360418,0.024725777,1.612957,3,Landrace,NA,United States,NA,36.11561,-97.05837,NA,Americas
IQTY,PI643756,PI643756,IS13,NA,ISABELA NO 9881,Gates,NA,NA,0.132472337,0.024678466,1.553579,3,Landrace,NA,United States,NA,NA,NA,NA,Americas
IQTZ,PI644283,PI644283,IS3147,NA,IS3147,Gates,NA,NA,0.109480836,0.020641696,1.312986,15,Landrace,NA,South Africa,NA,NA,NA,NA,Africa
IQUA,PI644384,PI644384,IS4112,NA,IS4112,Gates,NA,NA,0.092720553,0.019066255,1.155862,16,Landrace,NA,India,Rajasthan,26.159999,75.779998,289,Asia
IQUC,PI644578,PI644578,IS3675,NA,IS3675,Gates,NA,NA,0.094031182,0.015286236,1.140019,9,Breeding,NA,United States,Texas,33.576698,-101.855072,NA,Americas
IQUD,PI644605,PI644605,IS3971,NA,IS3971,Gates,NA,NA,0.120953431,0.024528839,1.22403,2,Landrace,NA,India,NA,19.259167,76.783056,420,Asia
IQUE,PI644617,PI644617,IS4027,NA,IS4027,Gates,NA,NA,0.119836695,0.022407002,1.220722,2,Landrace,NA,India,NA,26.926237,75.823501,431,Asia
IQUF,PI644693,PI644693,IS4726,NA,IS4726,Gates,NA,NA,0.121824254,0.022643549,1.191235,2,Landrace,NA,India,Gujarat,22.720132,71.649536,68,Asia
IQUG,PI646231,PI646231,IS30898,NA,IS30898,Gates,NA,NA,0.102842782,0.012987766,0.988221,5,Landrace,Other,Uganda,NA,1.860001,33.75,1070,Africa
IQUI,PI647707,PI647707,IS6745,NA,IS6745,Gates,NA,NA,0.106153753,0.020417128,1.174848,17,Landrace,NA,Burkina Faso,NA,NA,NA,NA,Africa
IQUK,PI647769,PI647769,IS10234,NA,IS10234,Gates,NA,NA,0.100071115,0.018782547,1.083145,5,Landrace,NA,Central African Republic,NA,NA,NA,NA,Africa
IQUL,PI647808,PI647808,NA,NA,74L 12164,Gates,NA,NA,0.110842655,0.023015082,1.18568,7,NA,NA,Pakistan,NA,NA,NA,NA,Asia
IQUM,PI647828,PI647828,NA,NA,HD-042,Gates,NA,NA,0.099152846,0.018695556,1.157724,7,NA,NA,Eswatini,NA,NA,NA,NA,Africa
IQUQ,PI651205,PI651205,NA,NA,HD-208,Gates,NA,NA,0.110699288,0.021147069,1.33075,1,NA,NA,NA,NA,NA,NA,NA,NA
IQUR,PI651496,PI651496,NA,NA,RIO,Gates,keep,NA,0.084224027,0.015316968,1.059298,9,NA,NA,NA,NA,NA,NA,NA,NA
IQUS,PI665135,PI665135,IS5867,NA,IS5867,Gates,keep,NA,0.11865102,0.026752741,1.195589,2,Landrace,NA,India,NA,23.04,79.489997,675,Asia
IQUT,PI665169,PI665169,NA,NA,Alangua,Gates,NA,NA,0.106533024,0.017187766,1.097257,14,NA,NA,Ethiopia,Ilubabor,7.918,34.449,510,Africa
